01611234;Sophie;Vachon;FRANCE;MARSEILLE;Date du dernier don;04-août-2017;Code délégué;CN;Libellé délégué;Christelle NIMESKERN;Montant du 1er don(347P);30.49;Nombre de dons dans l'année(347P);3.0;Who's WHO;O;Mode de paiement du dernier don;CHEQUE;EMAIL;xx@gmail.com;KAVIAR;2;Cumul Montant des dons N-1(347P);300.0;Score ISF;37;Date du premier don(347P);17-juil.-1998;Code origine du dernier don;PFZZ;DEPT;13;Cumul montant des dons(347P);6706.47;Montant du dernier don;150.0;Score Legs;40;Décédé;N;Nombre de dons(347P);18.0;Situation donateur;Grand donateur;Libellé origine du dernier don;Petits anciens donateurs;CP;13000;Cumul montant des dons dans l'année(347P);5150.0;CIVILITE;MME;TEL_MOB;0600000000;TEL;0400000000;Nombre de dons N-1(347P);2.0
00000010;Tearlach;Lacombe;FRANCE;NICE;Situation donateur;Grand donateur;Date du dernier don;25-févr.-2017;Code délégué;CN;Libellé délégué;Personne Num10;Montant du 1er don(347P);70.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);03-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000010;Cumul montant des dons(347P);3510.0;Montant du dernier don;1510.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000011;Normand;Mireault;FRANCE;TOULON;Situation donateur;Grand donateur;Date du dernier don;26-févr.-2017;Code délégué;CN;Libellé délégué;Personne Num11;Montant du 1er don(347P);71.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);04-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;M;DEPT;34;TEL;0400000011;Cumul montant des dons(347P);3510.0;Montant du dernier don;1511.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000012;Julien;Laprise;FRANCE;CADENET;Situation donateur;Grand donateur;Date du dernier don;27-févr.-2017;Code délégué;CN;Libellé délégué;Personne Num12;Montant du 1er don(347P);72.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);05-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;M;DEPT;34;TEL;0400000012;Cumul montant des dons(347P);3510.0;Montant du dernier don;1512.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000013;Heloise;Fortier;FRANCE;BRIGNOLES;Situation donateur;Grand donateur;Date du dernier don;28-févr.-2017;Code délégué;CN;Libellé délégué;Personne Num13;Montant du 1er don(347P);73.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);06-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000013;Cumul montant des dons(347P);3510.0;Montant du dernier don;1513.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000014;Zoé;Bazinet;FRANCE;ISTRES;Situation donateur;Grand donateur;Date du dernier don;01-mars-2017;Code délégué;CN;Libellé délégué;Personne Num14;Montant du 1er don(347P);74.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);07-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000014;Cumul montant des dons(347P);3510.0;Montant du dernier don;1514.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000015;Brunella;Viens;FRANCE;MARTIGUES;Situation donateur;Grand donateur;Date du dernier don;02-mars-2017;Code délégué;CN;Libellé délégué;Personne Num15;Montant du 1er don(347P);75.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);08-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000015;Cumul montant des dons(347P);3510.0;Montant du dernier don;1515.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000016;Élisabeth;Bordeleau;FRANCE;CAVAILLON;Situation donateur;Grand donateur;Date du dernier don;03-mars-2017;Code délégué;CN;Libellé délégué;Personne Num16;Montant du 1er don(347P);76.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);09-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000016;Cumul montant des dons(347P);3510.0;Montant du dernier don;1516.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000017;Martine;Saindon;FRANCE;APT;Situation donateur;Grand donateur;Date du dernier don;04-mars-2017;Code délégué;CN;Libellé délégué;Personne Num17;Montant du 1er don(347P);77.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);10-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000017;Cumul montant des dons(347P);3510.0;Montant du dernier don;1517.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000018;Hilaire;Heureux;FRANCE;MANOSQUE;Situation donateur;Grand donateur;Date du dernier don;05-mars-2017;Code délégué;CN;Libellé délégué;Personne Num18;Montant du 1er don(347P);78.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);11-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;M;DEPT;34;TEL;0400000018;Cumul montant des dons(347P);3510.0;Montant du dernier don;1518.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000019;Emmanuelle;Faucher;FRANCE;COGOLIN;Situation donateur;Grand donateur;Date du dernier don;06-mars-2017;Code délégué;CN;Libellé délégué;Personne Num19;Montant du 1er don(347P);79.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);12-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000019;Cumul montant des dons(347P);3510.0;Montant du dernier don;1519.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
00000020;Blondelle;Primeau;FRANCE;REVEST-DU-BION;Situation donateur;Grand donateur;Date du dernier don;07-mars-2017;Code délégué;CN;Libellé délégué;Personne Num20;Montant du 1er don(347P);80.0;Nombre de dons dans l'année(347P);2.0;Libellé origine du dernier don;MAILING CANCER FID 1 MARS CL1 13-24 M;Mode de paiement du dernier don;PRELEVEMENT AUTOMATIQUE - RIB;EMAIL;xx@gmail.com;CP;34090;Cumul Montant des dons N-1(347P);1375.0;Score ISF;37;Cumul montant des dons dans l'année(347P);2500.0;Date du premier don(347P);13-janv.-2005;Code origine du dernier don;PF5M311CZ;CIVILITE;MME;DEPT;34;TEL;0400000020;Cumul montant des dons(347P);3510.0;Montant du dernier don;1520.0;Score Legs;38;Décédé;N;Nombre de dons(347P);5.0;Nombre de dons N-1(347P);2.0
01611233;Fabien;Vachon;FRANCE;MARSEILLE;Date du dernier don;04-août-2017;Code délégué;CN;Libellé délégué;jack;Montant du 1er don(347P);30.49;Nombre de dons dans l'année(347P);3.0;Who's WHO;O;Mode de paiement du dernier don;CHEQUE;EMAIL;xx@gmail.com;KAVIAR;2;Cumul Montant des dons N-1(347P);300.0;Score ISF;37;Date du premier don(347P);17-juil.-1998;Code origine du dernier don;PFZZ;DEPT;13;Cumul montant des dons(347P);6706.47;Montant du dernier don;150.0;Score Legs;40;Décédé;N;Nombre de dons(347P);18.0;Situation donateur;Grand donateur;Libellé origine du dernier don;Petits anciens donateurs;CP;13000;Cumul montant des dons dans l'année(347P);5150.0;CIVILITE;MME;TEL_MOB;0600000000;TEL;0400000000;Nombre de dons N-1(347P);2.0























